model,run,total_input,total_input_text,total_input_vision,total_output,total_output_retokenized,request_throughput,input_throughput,output_throughput,output_throughput_retokenized,total_throughput,total_throughput_retokenized,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p95_itl_ms,p99_itl_ms,max_itl_ms,mean_e2e_latency_ms,median_e2e_latency_ms,std_e2e_latency_ms,p99_e2e_latency_ms,concurrency,duration,accept_length,backend,dataset_name,num_prompts,random_input_len,random_output_len,request_rate,max_concurrency,attention_backend,enable_mixed_chunk,use_persistent,use_pod,commit_id
Qwen/Qwen3-8B,1,241501,241501,0,1638400,1631135,1.039101141888231,627.3599121678741,4256.158277174194,4237.285602684648,4883.518189342068,4864.645514852523,46748.90818801476,44789.0111929737,51179.366953886165,123776.47663699462,149557.55548379384,37.37254335928108,28.77129716571234,14.21398551880643,61.284183610819625,37.37256482397218,26.135851629078388,1084.4877421796077,28.89790218323469,67.59020114317536,145005.68835251033,199789.47324427078,221540.1314618066,71839.62871464681,307388.48177017644,207.60146978536991,384.9480901090428,,sglang,sharegpt,400,1024,1024,4.0,,flashinfer,True,1,,3a76217d
