prefill_qo_len,prefill_kv_len,decode_qo_len,decode_kv_len,count,mean,std,variance,min,max,cv
512,512,10,20480,2,0.30934399999999995,0.002670035205760326,7.129087999999586e-06,0.307456,0.3112319999999999,0.8631281695772985
8192,1772,51,13056,2,0.08755199999999995,0.0026247803717644007,6.889471999999665e-06,0.085696,0.0894079999999999,2.9979673437116627
256,3272,12,12288,2,0.32792,0.0025568981207704632,6.537727999999527e-06,0.326112,0.3297279999999999,0.7797322883601887
0,0,20,20480,2,0.063584,0.002443761035780706,5.97196799999999e-06,0.061856,0.065312,3.8433584422769056
8192,8192,7,14336,2,0.2578079999999999,0.0023758787847868797,5.644800000000379e-06,0.2561279999999999,0.259488,0.9215690684017995
0,0,3,12288,2,0.162624,0.0023532513677888283,5.537791999999992e-06,0.16096,0.164288,1.4470504761546745
114688,114688,4,32768,2,0.59176,0.0023306239507908362,5.431807999999887e-06,0.590112,0.5934079999999999,0.39384614546386887
0,0,96,24576,3,0.011317333333333332,0.002281071093441267,5.203285333333336e-06,0.008928,0.013472,20.155552603255018
2048,6488,12,12288,2,0.42819199999999996,0.0022627416997970167,5.120000000000293e-06,0.4265919999999999,0.429792,0.5284409095145579
1024,1024,1,8192,2,0.22601599999999994,0.0022627416997968697,5.119999999999627e-06,0.224416,0.2276159999999999,1.001142263731651
6144,6144,1,4096,3,0.27898666666666666,0.002261911875678017,5.116245333333245e-06,0.276416,0.280672,0.8107598480933105
0,0,48,24576,4,0.021016,0.0022578148728361223,5.097727999999994e-06,0.018176,0.02288,10.743313961233385
0,0,13,6656,2,0.023456,0.0022174868658010128,4.917248e-06,0.021888,0.025024,9.453815042407902
2048,5034,4,16384,2,0.47652799999999995,0.0021948594488031188,4.817408000000331e-06,0.4749759999999999,0.47808,0.46059401511401743
6144,11277,17,17408,2,0.297136,0.0021948594488030403,4.8174079999999865e-06,0.295584,0.298688,0.7386716682140059
1024,1024,49,25088,2,0.06064,0.0021722320318050777,4.718592000000016e-06,0.059104,0.062176,3.5821768275443615
0,0,97,24832,2,0.010863999999999999,0.002149604614807105,4.620800000000001e-06,0.009344,0.012384,19.78649295858443
6144,5436,8,16384,2,0.269472,0.0021269771978091427,4.5240320000000324e-06,0.267968,0.270976,0.7893128774120612
0,0,45,23040,2,0.022671999999999998,0.002059094946815226,4.239871999999999e-06,0.021216,0.024128,9.082105406374033
28672,19257,59,15104,2,0.25729599999999997,0.0019685852788233742,3.8753280000001015e-06,0.2559039999999999,0.258688,0.7651052787677496
0,0,86,22016,4,0.00976,0.001859490969772821,3.4577066666666664e-06,0.008128,0.012416,19.052161380334628
0,0,10,20480,2,0.167024,0.0018328207768355488,3.3592320000000644e-06,0.165728,0.16832,1.0973397689782358
122880,122880,7,28672,2,0.44571199999999994,0.0017875659428396528,3.1953920000002166e-06,0.4444479999999999,0.446976,0.40105851815490595
256,386,4,16384,2,0.363136,0.0017649385258416018,3.1150079999999264e-06,0.361888,0.364384,0.4860268674423838
6144,6144,4,32768,2,0.6029599999999999,0.0016065466068558726,2.5809920000001175e-06,0.6018239999999999,0.604096,0.26644331408209987
512,512,47,24064,2,0.092656,0.0016065466068558333,2.5809919999999917e-06,0.09152,0.093792,1.7338829704735264
32768,7400,14,14336,2,0.13300799999999996,0.0016065466068557843,2.5809919999998337e-06,0.131872,0.1341439999999999,1.2078571256224646
24576,24576,4,32768,2,0.601184,0.0014481546878700846,2.097152000000102e-06,0.60016,0.6022080000000001,0.24088377063082195
256,256,4,4096,2,0.12055999999999994,0.0014255272708721513,2.0321280000002036e-06,0.1195519999999999,0.121568,1.1824214247592324
0,0,56,14336,2,0.011872,0.0013576450198781718,1.8432000000000013e-06,0.010912,0.012832,11.435689087285063
122880,36945,1,16384,2,0.40105599999999997,0.0013576450198781356,1.843199999999903e-06,0.400096,0.402016,0.33851756850405385
131072,20256,1,8192,2,0.23604799999999995,0.0012897627688843356,1.6634880000001884e-06,0.2351359999999999,0.23696,0.5463985156993227
6144,8577,6,24576,2,0.368608,0.0012671353518863043,1.6056320000000283e-06,0.367712,0.369504,0.34376230346127645
6144,6144,8,16384,2,0.251904,0.0012218805178903789,1.4929920000000605e-06,0.25104,0.252768,0.4850580051945665
24576,8166,10,20480,2,0.207456,0.0012218805178903593,1.4929920000000126e-06,0.206592,0.20832,0.5889829734022521
2048,2048,2,4096,2,0.256544,0.0012218805178902611,1.492991999999773e-06,0.25568,0.2574079999999999,0.47628497155029004
256,256,6,24576,2,0.317584,0.0011992531008923476,1.4382079999999111e-06,0.316736,0.318432,0.3776176068425141
8192,12004,0,0,2,0.31252800000000003,0.0011539982668964809,1.3317120000000817e-06,0.311712,0.313344,0.36924636081478596
0,0,16,16384,2,0.057263999999999995,0.001153998266896449,1.331712000000008e-06,0.056448,0.05808,2.0152246872052677
8192,15036,12,12288,2,0.37624,0.0011087434329005164,1.2293120000000217e-06,0.375456,0.377024,0.29469047220014505
122880,28485,71,18176,2,0.100848,0.0011087434329005016,1.2293119999999891e-06,0.100064,0.101632,1.0994203472563475
8192,7248,6,12288,2,0.272896,0.0010861160159025439,1.1796480000000148e-06,0.272128,0.273664,0.39799631196666396
8192,8192,0,0,2,0.2464,0.0009956063479106634,9.91232000000009e-07,0.245696,0.247104,0.4040610176569003
2048,2048,10,20480,2,0.375888,0.0009729789309127204,9.466880000000603e-07,0.3752,0.376576,0.25884809588331426
1024,652,75,19200,2,0.08904000000000001,0.0009729789309126959,9.466880000000126e-07,0.088352,0.089728,1.0927436318732617
8192,7088,0,0,2,0.22208,0.0009503515139147283,9.031680000000159e-07,0.221408,0.222752,0.42793205758591324
1024,1043,3,49152,2,0.7490559999999999,0.0009503515139146105,9.031679999997921e-07,0.748384,0.749728,0.12687322627249997
122880,122880,3,24576,2,0.624016,0.0009277240969167361,8.606719999999736e-07,0.62336,0.624672,0.14866992140715402
256,256,3,12288,2,0.2208,0.0009050966799187831,8.192000000000043e-07,0.22016,0.22144,0.4099169744152474
114688,11774,6,24576,2,0.251904,0.0009050966799187636,8.191999999999688e-07,0.251264,0.252544,0.35930222607003515
256,1259,30,15360,2,0.191072,0.0008598418459228381,7.393279999999937e-07,0.190464,0.19168,0.4500093396587824
256,256,1,8192,2,0.298384,0.0008372144289249049,7.009280000000546e-07,0.297792,0.298976,0.28058288267612275
0,0,33,16896,3,0.019029333333333332,0.0008210562303115001,6.741333333333311e-07,0.018336,0.019936,4.314687286278095
1024,2517,4,16384,2,0.187536,0.0007919595949289402,6.27200000000011e-07,0.186976,0.188096,0.42229736930863554
122880,18990,2,16384,2,0.38648,0.0007919595949289402,6.27200000000011e-07,0.38592,0.38704,0.20491606156179468
0,0,95,24320,2,0.009872,0.0007919595949289328,6.271999999999994e-07,0.009312,0.010432,8.02228106672054
256,256,23,23552,2,0.119648,0.0007693321779309529,5.918719999999835e-07,0.119104,0.120192,0.642996270132352
122880,16800,27,13824,2,0.10724799999999995,0.0006561950929411835,4.3059200000008856e-07,0.1067839999999999,0.107712,0.6118483256837756
28672,28672,4,16384,2,0.304944,0.0006561950929411443,4.3059200000003705e-07,0.30448,0.305408,0.21518544149940938
8192,8192,5,5120,2,0.175648,0.0006335676759431522,4.014080000000071e-07,0.1752,0.176096,0.3607030399335313
6144,6144,7,7168,2,0.222688,0.0006335676759431522,4.014080000000071e-07,0.22224,0.223136,0.2845091229247391
2048,2048,4,8192,2,0.18075199999999997,0.0006109402589452483,3.7324800000008707e-07,0.1803199999999999,0.181184,0.33799916936313246
122880,18990,1,8192,2,0.271888,0.0006109402589452189,3.732480000000511e-07,0.271456,0.27232,0.22470291396476338
512,674,3,49152,2,0.435808,0.0005883128419472267,3.461120000000226e-07,0.435392,0.436224,0.13499358474654738
1024,1024,23,23552,2,0.174432,0.0005883128419472071,3.461119999999995e-07,0.174016,0.174848,0.33727345992130664
28672,9527,10,20480,2,0.19595200000000002,0.0005656854249492444,3.200000000000072e-07,0.195552,0.196352,0.2886857111234173
1024,3882,3,24576,2,0.596752,0.0005204305909533092,2.708480000000106e-07,0.596384,0.59712,0.08721053148813891
122880,28485,70,17920,2,0.10116800000000001,0.0005204305909532944,2.708479999999953e-07,0.1008,0.101536,0.5144221398454771
512,1649,4,16384,2,0.37606399999999995,0.0004978031739553366,2.4780800000000714e-07,0.375712,0.376416,0.1323719297308343
2048,2048,3,6144,2,0.18668799999999997,0.000497803173955268,2.478079999999388e-07,0.186336,0.1870399999999999,0.26664979735634764
6144,1329,53,13568,2,0.100144,0.00047517575695736413,2.2579200000000398e-07,0.099808,0.10048,0.474492487301158
8192,15036,13,13312,2,0.381216,0.00045254833995937195,2.047999999999833e-07,0.380896,0.381536,0.11871179064904414
2048,2048,1,16384,2,0.23668799999999995,0.0004299209229613406,1.8483199999993094e-07,0.236384,0.2369919999999999,0.18164035472001128
114688,114688,2,16384,2,0.593712,0.00038466608896555257,1.479680000000544e-07,0.59344,0.5939840000000001,0.06479001416524552
2048,2048,3,24576,2,0.47936,0.00036203867196754077,1.310720000000206e-07,0.479104,0.479616,0.07552542387600453
122880,12615,6,24576,2,0.20335999999999999,0.00036203867196751133,1.3107199999999926e-07,0.203104,0.203616,0.1780284578036403
131072,30384,62,15872,2,0.10065599999999994,0.0003394112549696222,1.1520000000005389e-07,0.1004159999999999,0.100896,0.33719922769871963
8192,7248,7,14336,2,0.254608,0.0003394112549695682,1.1520000000001726e-07,0.254368,0.254848,0.1333073803008
1024,3882,4,32768,2,0.398,0.0003394112549695486,1.1520000000000393e-07,0.39776,0.39824,0.08527920976991692
0,0,15,15360,2,0.034544000000000005,0.00033941125496954615,1.1520000000000228e-07,0.034304,0.034784,0.9825476319679205
0,0,4,4096,2,0.033184000000000005,0.0003167838379715687,1.0035199999999711e-07,0.03296,0.033408,0.9546282455910693
0,0,55,14080,2,0.010416,0.00029415642097360353,8.652799999999987e-08,0.010208,0.010624,2.824082355506156
2048,2048,4,4096,2,0.20932800000000001,0.0002489015869776487,6.195199999999202e-08,0.209152,0.209504,0.11890506136720536
1024,3244,17,17408,2,0.225696,0.0002262741699797154,5.120000000000915e-08,0.225536,0.225856,0.10025617196559053
6144,5316,2,16384,2,0.48142399999999996,0.00020364675298171345,4.147199999999502e-08,0.48128,0.481568,0.0423009141503981
1024,1024,4,32768,2,0.388784,0.00015839191898578804,2.5088000000000443e-08,0.388672,0.388896,0.04074033883725866
0,0,5,5120,2,0.05056,0.00013576450198781552,1.8431999999999562e-08,0.050464,0.050656,0.26852156194480603
2048,2048,4,32768,2,0.45392,0.0001357645019877959,1.8431999999994235e-08,0.453824,0.454016,0.029909345690405036
114688,114688,4,16384,2,0.42532800000000004,0.00011313708498986263,1.2800000000003399e-08,0.425248,0.425408,0.02659996166799803
131072,39408,0,0,2,0.10689599999999999,0.0001131370849898577,1.2800000000002287e-08,0.106816,0.106976,0.1058384643803503
1024,1024,4,8192,2,0.111888,0.00011313708498984299,1.2799999999998957e-08,0.111808,0.111968,0.10111637073567015
0,0,22,22528,2,0.044864,9.050966799188029e-05,8.192000000000399e-09,0.0448,0.044928,0.20174230516703365
0,0,12,6144,2,0.024512,9.05096679918766e-05,8.191999999999732e-09,0.024448,0.024576,0.3692463594265268
2048,5034,2,8192,2,0.5390079999999999,9.050966799185085e-05,8.19199999999507e-09,0.538944,0.539072,0.016791896961651582
512,512,1,8192,2,0.315296,9.050966799183121e-05,8.191999999991516e-09,0.315232,0.31536,0.02870625315992748
6144,6144,1,16384,2,0.306672,6.788225099389795e-05,4.607999999998559e-09,0.306624,0.30672,0.022135131662415486
256,256,2,8192,2,0.322768,6.788225099389795e-05,4.607999999998559e-09,0.32272,0.322816,0.021031282832519538
1024,1024,2,8192,2,0.214064,6.788225099389795e-05,4.607999999998559e-09,0.214016,0.214112,0.031711194298054204
6144,5316,1,8192,2,0.4256479999999999,6.788225099387832e-05,4.6079999999958945e-09,0.4256,0.4256959999999999,0.01594797837131394
1024,1024,25,25600,2,0.07692799999999994,4.5254833996008834e-05,2.0480000000063167e-09,0.0768959999999999,0.07696,0.05882751915710971
0,0,54,13824,2,0.010912000000000002,4.52548339959383e-05,2.047999999999933e-09,0.01088,0.010944,0.4147253810595025
6144,6144,11,22528,2,0.424384,4.5254833995925425e-05,2.0479999999987675e-09,0.424352,0.424416,0.010663652254859225
2048,7764,2,16384,2,0.8646719999999999,4.5254833995866546e-05,2.0479999999934383e-09,0.86464,0.8647039999999999,0.005233757308046611
1024,1024,25,12800,2,0.046864,2.262741699797007e-05,5.120000000000249e-10,0.046848,0.04688,0.0482831532726334
1024,1348,2,32768,2,0.7305440000000001,2.2627416997874394e-05,5.11999999995695e-10,0.7305280000000001,0.73056,0.0030973380104110165
0,0,58,14848,2,0.012544,0.0,0.0,0.012544,0.012544,0.0
1024,1024,5,5120,2,0.147232,0.0,0.0,0.147232,0.147232,0.0
512,674,2,32768,2,0.673856,0.0,0.0,0.673856,0.673856,0.0
512,512,1,16384,2,0.209568,0.0,0.0,0.209568,0.209568,0.0
0,0,7,57344,1,0.255328,,,0.255328,0.255328,
0,0,9,73728,1,0.22096,,,0.22096,0.22096,
0,0,14,14336,1,0.058784,,,0.058784,0.058784,
0,0,28,7168,1,0.010624,,,0.010624,0.010624,
0,0,29,7424,1,0.01616,,,0.01616,0.01616,
0,0,30,7680,1,0.0152,,,0.0152,0.0152,
0,0,59,15104,1,0.008512,,,0.008512,0.008512,
0,0,60,15360,1,0.00928,,,0.00928,0.00928,
256,256,3,24576,1,0.47456,,,0.47456,0.47456,
256,256,4,65536,1,0.720608,,,0.720608,0.720608,
256,256,5,5120,1,0.1220159999999999,,,0.1220159999999999,0.1220159999999999,
256,256,13,6656,1,0.077024,,,0.077024,0.077024,
256,256,57,14592,1,0.062496,,,0.062496,0.062496,
256,256,58,14848,1,0.063904,,,0.063904,0.063904,
256,256,59,15104,1,0.055136,,,0.055136,0.055136,
256,256,93,23808,1,0.073344,,,0.073344,0.073344,
256,256,94,24064,1,0.07008,,,0.07008,0.07008,
256,256,95,24320,1,0.053344,,,0.053344,0.053344,
256,358,53,13568,1,0.097696,,,0.097696,0.097696,
256,386,5,20480,1,0.325664,,,0.325664,0.325664,
256,1151,2,16384,1,0.4974079999999999,,,0.4974079999999999,0.4974079999999999,
256,1151,3,24576,1,0.455072,,,0.455072,0.455072,
256,1151,4,32768,1,0.2662719999999999,,,0.2662719999999999,0.2662719999999999,
256,1151,5,40960,1,0.276032,,,0.276032,0.276032,
256,1259,31,15872,1,0.085952,,,0.085952,0.085952,
256,2721,3,49152,1,0.676736,,,0.676736,0.676736,
256,3272,11,11264,1,0.301056,,,0.301056,0.301056,
512,512,2,8192,1,0.382528,,,0.382528,0.382528,
512,512,4,4096,1,0.160864,,,0.160864,0.160864,
512,512,4,32768,1,0.3880639999999999,,,0.3880639999999999,0.3880639999999999,
512,512,5,40960,1,0.310912,,,0.310912,0.310912,
512,512,7,7168,1,0.0990399999999999,,,0.0990399999999999,0.0990399999999999,
512,512,12,6144,1,0.1003199999999999,,,0.1003199999999999,0.1003199999999999,
512,512,26,6656,1,0.052512,,,0.052512,0.052512,
512,512,27,6912,1,0.083744,,,0.083744,0.083744,
512,512,28,7168,1,0.065056,,,0.065056,0.065056,
512,512,29,7424,1,0.055808,,,0.055808,0.055808,
512,512,31,15872,1,0.093344,,,0.093344,0.093344,
512,512,32,16384,1,0.0925759999999999,,,0.0925759999999999,0.0925759999999999,
512,512,33,16896,1,0.0818879999999999,,,0.0818879999999999,0.0818879999999999,
512,512,46,23552,1,0.111936,,,0.111936,0.111936,
512,512,56,14336,1,0.070752,,,0.070752,0.070752,
512,512,57,14592,1,0.089568,,,0.089568,0.089568,
512,512,58,14848,1,0.073248,,,0.073248,0.073248,
512,512,92,23552,1,0.061088,,,0.061088,0.061088,
512,512,93,23808,1,0.08704,,,0.08704,0.08704,
512,512,94,24064,1,0.06928,,,0.06928,0.06928,
512,512,95,24320,1,0.063744,,,0.063744,0.063744,
512,512,96,24576,1,0.0387519999999999,,,0.0387519999999999,0.0387519999999999,
512,716,50,12800,1,0.150144,,,0.150144,0.150144,
512,772,4,16384,1,0.470368,,,0.470368,0.470368,
512,1137,2,16384,1,0.58448,,,0.58448,0.58448,
512,1137,3,24576,1,0.4516799999999999,,,0.4516799999999999,0.4516799999999999,
512,1137,4,32768,1,0.554208,,,0.554208,0.554208,
512,1649,5,20480,1,0.335008,,,0.335008,0.335008,
512,1974,41,20992,1,0.197952,,,0.197952,0.197952,
512,2302,2,16384,1,0.436864,,,0.436864,0.436864,
512,2518,28,14336,1,0.30928,,,0.30928,0.30928,
512,2669,19,19456,1,0.272992,,,0.272992,0.272992,
512,3364,6,12288,1,0.20432,,,0.20432,0.20432,
512,5442,2,32768,1,0.983776,,,0.983776,0.983776,
1024,1024,3,49152,1,0.924064,,,0.924064,0.924064,
1024,1024,4,65536,1,0.769984,,,0.769984,0.769984,
1024,1024,7,14336,1,0.25872,,,0.25872,0.25872,
1024,1024,8,16384,1,0.20976,,,0.20976,0.20976,
1024,1024,24,12288,1,0.062912,,,0.062912,0.062912,
1024,1024,25,6400,1,0.111072,,,0.111072,0.111072,
1024,1024,26,6656,1,0.103712,,,0.103712,0.103712,
1024,1024,27,6912,1,0.08976,,,0.08976,0.08976,
1024,1024,30,15360,1,0.1849599999999999,,,0.1849599999999999,0.1849599999999999,
1024,1024,31,15872,1,0.123168,,,0.123168,0.123168,
1024,1024,32,16384,1,0.120288,,,0.120288,0.120288,
1024,1024,47,24064,1,0.113152,,,0.113152,0.113152,
1024,1024,50,25600,1,0.045792,,,0.045792,0.045792,
1024,1024,56,14336,1,0.097888,,,0.097888,0.097888,
1024,1024,58,14848,1,0.064864,,,0.064864,0.064864,
1024,1024,59,15104,1,0.02928,,,0.02928,0.02928,
1024,1024,92,23552,1,0.092,,,0.092,0.092,
1024,1024,93,23808,1,0.088544,,,0.088544,0.088544,
1024,1024,94,24064,1,0.083808,,,0.083808,0.083808,
1024,1024,95,24320,1,0.097344,,,0.097344,0.097344,
1024,1024,96,24576,1,0.093696,,,0.093696,0.093696,
1024,1024,97,24832,1,0.058464,,,0.058464,0.058464,
1024,1024,99,25344,1,0.018624,,,0.018624,0.018624,
1024,3298,4,16384,1,0.555808,,,0.555808,0.555808,
1024,3948,36,18432,1,0.336608,,,0.336608,0.336608,
1024,5338,16,16384,1,0.467584,,,0.467584,0.467584,
1024,6728,4,8192,1,0.518432,,,0.518432,0.518432,
2048,2048,20,10240,1,0.1962559999999999,,,0.1962559999999999,0.1962559999999999,
2048,2048,21,10752,1,0.2072959999999999,,,0.2072959999999999,0.2072959999999999,
2048,2048,22,11264,1,0.12864,,,0.12864,0.12864,
2048,2048,23,11776,1,0.14384,,,0.14384,0.14384,
2048,2048,24,12288,1,0.09504,,,0.09504,0.09504,
2048,2048,46,23552,1,0.18864,,,0.18864,0.18864,
2048,2048,47,24064,1,0.141504,,,0.141504,0.141504,
2048,2048,48,24576,1,0.135328,,,0.135328,0.135328,
2048,2048,49,25088,1,0.104352,,,0.104352,0.104352,
2048,2048,50,25600,1,0.090176,,,0.090176,0.090176,
2048,2048,52,13312,1,0.1510399999999999,,,0.1510399999999999,0.1510399999999999,
2048,2048,53,13568,1,0.151968,,,0.151968,0.151968,
2048,2048,54,13824,1,0.13008,,,0.13008,0.13008,
2048,2048,55,14080,1,0.126304,,,0.126304,0.126304,
2048,2048,56,14336,1,0.125728,,,0.125728,0.125728,
2048,2048,57,14592,1,0.089664,,,0.089664,0.089664,
2048,2048,58,14848,1,0.071744,,,0.071744,0.071744,
2048,2048,91,23296,1,0.13456,,,0.13456,0.13456,
2048,2048,92,23552,1,0.138112,,,0.138112,0.138112,
2048,2048,93,23808,1,0.1392,,,0.1392,0.1392,
2048,2048,94,24064,1,0.109536,,,0.109536,0.109536,
2048,2048,95,24320,1,0.08848,,,0.08848,0.08848,
2048,2048,96,24576,1,0.108288,,,0.108288,0.108288,
4096,886,56,14336,1,0.125376,,,0.125376,0.125376,
4096,3544,2,16384,1,0.581472,,,0.581472,0.581472,
4096,3624,8,16384,1,0.33776,,,0.33776,0.33776,
4096,4096,2,8192,1,0.360736,,,0.360736,0.360736,
4096,4096,2,16384,1,0.6656960000000001,,,0.6656960000000001,0.6656960000000001,
4096,4096,2,32768,1,0.576032,,,0.576032,0.576032,
4096,4096,3,49152,1,0.506976,,,0.506976,0.506976,
4096,4096,4,32768,1,0.62608,,,0.62608,0.62608,
4096,4096,6,24576,1,0.484416,,,0.484416,0.484416,
4096,4096,8,8192,1,0.21856,,,0.21856,0.21856,
4096,4096,8,16384,1,0.292672,,,0.292672,0.292672,
4096,4096,12,24576,1,0.370144,,,0.370144,0.370144,
4096,4096,26,26624,1,0.25088,,,0.25088,0.25088,
4096,4096,32,16384,1,0.189504,,,0.189504,0.189504,
4096,4096,52,26624,1,0.208096,,,0.208096,0.208096,
4096,4096,58,14848,1,0.1792,,,0.1792,0.1792,
4096,4096,103,26368,1,0.18304,,,0.18304,0.18304,
4096,5718,6,24576,1,0.521536,,,0.521536,0.521536,
4096,6002,3,49152,1,0.717504,,,0.717504,0.717504,
4096,6844,42,21504,1,0.415808,,,0.415808,0.415808,
4096,7518,20,20480,1,0.4290879999999999,,,0.4290879999999999,0.4290879999999999,
6144,6144,13,26624,1,0.308608,,,0.308608,0.308608,
6144,6144,25,25600,1,0.1664,,,0.1664,0.1664,
6144,6144,26,26624,1,0.210432,,,0.210432,0.210432,
6144,6144,28,14336,1,0.213824,,,0.213824,0.213824,
6144,6144,29,14848,1,0.120768,,,0.120768,0.120768,
6144,6144,30,15360,1,0.1836799999999999,,,0.1836799999999999,0.1836799999999999,
6144,6144,32,16384,1,0.178304,,,0.178304,0.178304,
6144,6144,48,24576,1,0.156192,,,0.156192,0.156192,
6144,6144,49,25088,1,0.163456,,,0.163456,0.163456,
6144,6144,50,12800,1,0.201984,,,0.201984,0.201984,
6144,6144,51,13056,1,0.207776,,,0.207776,0.207776,
6144,6144,51,26112,1,0.1801279999999999,,,0.1801279999999999,0.1801279999999999,
6144,6144,52,13312,1,0.16912,,,0.16912,0.16912,
6144,6144,53,13568,1,0.190848,,,0.190848,0.190848,
6144,6144,57,14592,1,0.175072,,,0.175072,0.175072,
6144,6144,95,24320,1,0.206816,,,0.206816,0.206816,
6144,6144,96,24576,1,0.211648,,,0.211648,0.211648,
6144,6144,97,24832,1,0.142208,,,0.142208,0.142208,
6144,6144,99,25344,1,0.161536,,,0.161536,0.161536,
6144,6144,101,25856,1,0.17104,,,0.17104,0.17104,
6144,6144,102,26112,1,0.16752,,,0.16752,0.16752,
6144,9003,1,16384,1,0.484896,,,0.484896,0.484896,
8192,1772,52,13312,1,0.092608,,,0.092608,0.092608,
8192,7088,2,16384,1,0.53408,,,0.53408,0.53408,
8192,7248,8,16384,1,0.237696,,,0.237696,0.237696,
8192,8192,3,49152,1,0.749312,,,0.749312,0.749312,
8192,8192,4,32768,1,0.577216,,,0.577216,0.577216,
8192,8192,4,65536,1,0.372416,,,0.372416,0.372416,
8192,8192,6,6144,1,0.195808,,,0.195808,0.195808,
8192,8192,8,16384,1,0.2290559999999999,,,0.2290559999999999,0.2290559999999999,
8192,8192,11,22528,1,0.314048,,,0.314048,0.314048,
8192,8192,12,24576,1,0.22464,,,0.22464,0.22464,
8192,8192,22,22528,1,0.265792,,,0.265792,0.265792,
8192,8192,23,23552,1,0.192384,,,0.192384,0.192384,
8192,8192,24,12288,1,0.18992,,,0.18992,0.18992,
8192,8192,24,24576,1,0.126208,,,0.126208,0.126208,
8192,8192,25,12800,1,0.205952,,,0.205952,0.205952,
8192,8192,25,25600,1,0.134336,,,0.134336,0.134336,
8192,8192,26,13312,1,0.248224,,,0.248224,0.248224,
8192,8192,26,26624,1,0.2083519999999999,,,0.2083519999999999,0.2083519999999999,
8192,8192,27,13824,1,0.108288,,,0.108288,0.108288,
8192,8192,28,14336,1,0.111584,,,0.111584,0.111584,
8192,8192,43,11008,1,0.168992,,,0.168992,0.168992,
8192,8192,44,11264,1,0.176096,,,0.176096,0.176096,
8192,8192,44,22528,1,0.25472,,,0.25472,0.25472,
8192,8192,45,11520,1,0.183808,,,0.183808,0.183808,
8192,8192,45,23040,1,0.206304,,,0.206304,0.206304,
8192,8192,46,11776,1,0.20528,,,0.20528,0.20528,
8192,8192,46,23552,1,0.13344,,,0.13344,0.13344,
8192,8192,47,24064,1,0.222432,,,0.222432,0.222432,
8192,8192,48,24576,1,0.126144,,,0.126144,0.126144,
8192,8192,49,25088,1,0.199808,,,0.199808,0.199808,
8192,8192,88,22528,1,0.146496,,,0.146496,0.146496,
8192,8192,89,22784,1,0.15952,,,0.15952,0.15952,
8192,8192,90,23040,1,0.182048,,,0.182048,0.182048,
8192,11436,6,24576,1,0.419104,,,0.419104,0.419104,
8192,12004,1,16384,1,0.372832,,,0.372832,0.372832,
8192,12004,2,32768,1,0.432288,,,0.432288,0.432288,
8192,15036,14,14336,1,0.361152,,,0.361152,0.361152,
24576,24576,14,14336,1,0.240224,,,0.240224,0.240224,
24576,24576,15,15360,1,0.253312,,,0.253312,0.253312,
24576,24576,28,28672,1,0.2764479999999999,,,0.2764479999999999,0.2764479999999999,
24576,24576,34,17408,1,0.242176,,,0.242176,0.242176,
24576,24576,54,27648,1,0.315744,,,0.315744,0.315744,
24576,24576,55,28160,1,0.2813759999999999,,,0.2813759999999999,0.2813759999999999,
24576,24576,76,19456,1,0.238176,,,0.238176,0.238176,
24576,24576,77,19712,1,0.244416,,,0.244416,0.244416,
24576,24576,108,27648,1,0.239328,,,0.239328,0.239328,
24576,24576,109,27904,1,0.252768,,,0.252768,0.252768,
28672,28672,4,8192,1,0.420352,,,0.420352,0.420352,
28672,28672,5,10240,1,0.20912,,,0.20912,0.20912,
28672,28672,6,12288,1,0.247968,,,0.247968,0.247968,
28672,28672,11,11264,1,0.18544,,,0.18544,0.18544,
28672,28672,12,12288,1,0.374944,,,0.374944,0.374944,
28672,28672,12,24576,1,0.436704,,,0.436704,0.436704,
28672,28672,13,13312,1,0.220448,,,0.220448,0.220448,
28672,28672,13,26624,1,0.299904,,,0.299904,0.299904,
28672,28672,14,14336,1,0.2250879999999999,,,0.2250879999999999,0.2250879999999999,
28672,28672,14,28672,1,0.365056,,,0.365056,0.365056,
28672,28672,15,15360,1,0.247584,,,0.247584,0.247584,
28672,28672,24,24576,1,0.388192,,,0.388192,0.388192,
28672,28672,25,25600,1,0.2133759999999999,,,0.2133759999999999,0.2133759999999999,
28672,28672,26,13312,1,0.337152,,,0.337152,0.337152,
28672,28672,27,13824,1,0.210624,,,0.210624,0.210624,
28672,28672,27,27648,1,0.277152,,,0.277152,0.277152,
28672,28672,29,14848,1,0.205216,,,0.205216,0.205216,
28672,28672,33,16896,1,0.2386879999999999,,,0.2386879999999999,0.2386879999999999,
28672,28672,48,24576,1,0.3393279999999999,,,0.3393279999999999,0.3393279999999999,
28672,28672,49,25088,1,0.277952,,,0.277952,0.277952,
28672,28672,50,25600,1,0.3428159999999999,,,0.3428159999999999,0.3428159999999999,
28672,28672,51,26112,1,0.280352,,,0.280352,0.280352,
28672,28672,53,27136,1,0.279968,,,0.279968,0.279968,
28672,28672,54,27648,1,0.276928,,,0.276928,0.276928,
28672,28672,62,15872,1,0.201472,,,0.201472,0.201472,
28672,28672,63,16128,1,0.249472,,,0.249472,0.249472,
28672,28672,65,16640,1,0.174336,,,0.174336,0.174336,
28672,28672,67,17152,1,0.211456,,,0.211456,0.211456,
28672,28672,68,17408,1,0.215936,,,0.215936,0.215936,
28672,28672,69,17664,1,0.2162879999999999,,,0.2162879999999999,0.2162879999999999,
28672,28672,74,18944,1,0.25584,,,0.25584,0.25584,
28672,28672,75,19200,1,0.233184,,,0.233184,0.233184,
