prefill_qo_len,prefill_kv_len,decode_qo_len,decode_kv_len,count,mean,std,variance,min,max,cv
24576,22248,2,16384,2,0.5008,0.005611599415496459,3.1490048000000206e-05,0.496832,0.504768,1.1205270396118077
32768,9240,4,16384,2,0.320544,0.005521089747504589,3.048243200000029e-05,0.31664,0.324448,1.722412444401448
122880,122880,4,32768,2,0.590352,0.005407952662514786,2.924595200000076e-05,0.5865279999999999,0.594176,0.9160556179362025
2048,2048,24,24576,2,0.19995199999999996,0.005317442994522905,2.827520000000072e-05,0.1961919999999999,0.203712,2.6593597422699182
0,0,12,24576,4,0.137344,0.005249105574603486,2.7553109333333387e-05,0.129632,0.141344,3.821867406498732
24576,6930,6,24576,2,0.290736,0.005226933326531025,2.7320832000000686e-05,0.2870399999999999,0.294432,1.797828038059682
0,0,46,23552,3,0.018133333333333335,0.0051986295630034405,2.7025749333333345e-05,0.01232,0.022336,28.668912873168345
2048,2048,22,22528,2,0.23896,0.005181678492535021,2.684979200000001e-05,0.235296,0.242624,2.1684292309870234
32768,10888,8,16384,2,0.22134399999999993,0.005068541407545227,2.569011200000055e-05,0.2177599999999999,0.224928,2.2898932906495477
0,0,8,8192,2,0.034736,0.005000659156551268,2.5006592000000037e-05,0.0312,0.038272,14.396185922832455
24576,24576,2,16384,2,0.48961599999999994,0.004910149488559292,2.4109567999999075e-05,0.486144,0.4930879999999999,1.0028572366010169
114688,26586,78,19968,2,0.115952,0.004864894654563445,2.3667199999999982e-05,0.112512,0.119392,4.195610813412304
512,512,22,22528,2,0.157744,0.0048196398205675,2.3228927999999922e-05,0.154336,0.161152,3.055355397043402
131072,17920,24,12288,2,0.137664,0.004797012403569518,2.30113279999998e-05,0.134272,0.141056,3.4845801372072125
131072,13456,4,16384,2,0.277744,0.004638620484583759,2.1516800000000068e-05,0.274464,0.281024,1.6701064587943044
122880,122880,11,22528,2,0.38316799999999995,0.0045707382335897825,2.0891647999999447e-05,0.379936,0.3863999999999999,1.192880990165385
8192,11436,5,20480,2,0.37859200000000004,0.0044349737316020455,1.9668992000000172e-05,0.375456,0.381728,1.1714388392862518
0,0,44,22528,2,0.019552,0.0044349737316020255,1.9668992e-05,0.016416,0.022688,22.682967005518915
28672,28672,4,32768,2,0.605456,0.004412346314604073,1.9468800000000145e-05,0.602336,0.608576,0.7287641569123617
0,0,32,16384,4,0.028064,0.004133082142904976,1.7082367999999987e-05,0.022336,0.031936,14.72734509755427
0,0,94,24064,2,0.016544,0.004118189893630453,1.6959488e-05,0.013632,0.019456,24.892346885505958
6144,9003,3,49152,2,0.575008,0.0040276802256386385,1.6222208000000512e-05,0.57216,0.577856,0.7004563805961278
2048,1304,70,17920,2,0.158752,0.003982425391642625,1.585971199999991e-05,0.155936,0.161568,2.508582814159218
1024,3244,16,16384,2,0.149312,0.003891915723650764,1.5147008000000048e-05,0.14656,0.152064,2.606565929760634
0,0,21,21504,2,0.031744,0.003846660889654819,1.4796800000000002e-05,0.029024,0.034464,12.117757300708988
512,1224,10,20480,2,0.310944,0.003846660889654819,1.4796800000000002e-05,0.308224,0.313664,1.2370912088407326
256,358,52,13312,2,0.02404799999999995,0.0036430141366731628,1.327155200000051e-05,0.0214719999999999,0.026624,15.148927651048913
8192,11436,4,16384,2,0.458048,0.0036203867196751326,1.3107200000000068e-05,0.455488,0.460608,0.7903946134214619
512,512,24,24576,3,0.10719999999999996,0.0036049388344326005,1.2995584000000275e-05,0.1042879999999999,0.111232,3.362816073759128
32768,22008,48,12288,2,0.208672,0.0035751318856791876,1.2781568000000024e-05,0.206144,0.2112,1.7132781992629145
114688,15764,19,19456,2,0.14544,0.0035298770516832526,1.2460032000000051e-05,0.142944,0.147936,2.4270331746811187
0,0,11,22528,2,0.086096,0.00346199480068934,1.1985408000000023e-05,0.083648,0.088544,4.0210866900532585
0,0,7,14336,2,0.053024,0.0034393673836913647,1.1829247999999985e-05,0.050592,0.055456,6.486435156164999
2048,2086,4,65536,2,0.622784,0.0034393673836913526,1.18292479999999e-05,0.620352,0.625216,0.5522568632365469
256,256,47,24064,2,0.082064,0.0034167399666933996,1.1674112000000014e-05,0.079648,0.08448,4.163506485828004
512,3364,5,10240,2,0.178192,0.0034167399666933996,1.1674112000000014e-05,0.175776,0.180608,1.917448575006707
28672,25956,2,16384,2,0.631648,0.0033941125496953686,1.1519999999999595e-05,0.629248,0.634048,0.5373424041804971
32768,19544,27,13824,2,0.23318399999999995,0.003348857715699423,1.1214847999999559e-05,0.230816,0.2355519999999999,1.4361438667589885
512,512,7,14336,2,0.22916799999999998,0.0033262302987015196,1.1063808e-05,0.226816,0.23152,1.451437503163654
24576,14658,36,18432,3,0.24690133333333333,0.0033033445677575607,1.0912085333333386e-05,0.243136,0.249312,1.3379209102771037
0,0,34,17408,3,0.022794666666666668,0.0031630398880401985,1.000482133333335e-05,0.0192,0.025152,13.876227805468986
0,0,6,12288,2,0.103136,0.0031225835457197814,9.750527999999923e-06,0.100928,0.105344,3.0276368510434226
1024,652,74,18944,2,0.048832,0.003077328711723851,9.469951999999977e-06,0.046656,0.051008,6.301869072374636
8192,1772,50,12800,2,0.09056,0.003077328711723851,9.469951999999977e-06,0.088384,0.092736,3.3981103227978586
1024,1024,23,11776,2,0.14284799999999997,0.003077328711723841,9.469951999999916e-06,0.140672,0.145024,2.154267969848772
512,512,4,16384,3,0.33092266666666664,0.0030580237627155665,9.351509333333072e-06,0.327392,0.332736,0.9240901484913322
24576,24576,6,12288,2,0.25691200000000003,0.002964191626734008,8.786432000000005e-06,0.254816,0.259008,1.1537770230974929
0,0,47,24064,2,0.022047999999999998,0.0028057997077482215,7.872512000000004e-06,0.020064,0.024032,12.725869444041873
0,0,7,7168,2,0.033456,0.002737917456754312,7.496192000000002e-06,0.03152,0.035392,8.183636563159599
32768,19544,28,14336,2,0.24836799999999998,0.002692662622758367,7.25043199999997e-06,0.246464,0.250272,1.0841423297986155
1024,1024,6,12288,2,0.36449600000000004,0.0026926626227583377,7.25043199999981e-06,0.362592,0.3664,0.7387358495071555
8192,8192,4,4096,2,0.20583999999999997,0.002692662622758308,7.250431999999652e-06,0.203936,0.2077439999999999,1.308133803658266
