decode_kv_len,decode_qo_len,prefill_kv_len,prefill_qo_len,decode_time_ms,prefill_time_ms,sm_time
16384,2,8192,8192,0.448704,0.117312,0.566016
8192,1,6144,6144,0.232448,0.126176,0.358624
49152,3,4096,4096,0.236064,0.270912,0.506976
32768,2,6144,6144,0.810368,0.204096,1.014464
49152,3,6144,6144,0.845504,0.190528,1.036032
65536,4,6144,6144,0.50672,0.190336,0.6970559999999999
32768,2,8192,8192,0.4304,0.353984,0.784384
49152,3,8192,8192,0.467456,0.281856,0.749312
65536,4,8192,8192,0.0584,0.314016,0.372416
32768,2,6144,6144,0.471424,0.375232,0.8466560000000001
49152,3,6144,6144,0.792736,0.191232,0.983968
65536,4,6144,6144,0.507648,0.203616,0.711264
32768,2,4096,4096,0.373984,0.202048,0.576032
16384,1,6144,6144,0.189152,0.117568,0.30672
32768,2,6144,6144,0.389056,0.173056,0.562112
0,0,8192,8192,0.0,0.247104,0.247104
16384,1,8192,8192,0.134912,0.2416,0.376512
32768,2,8192,8192,0.35776,0.211552,0.569312
16384,1,6144,6144,0.189184,0.11744,0.306624
32768,2,6144,6144,0.418592,0.200928,0.6195200000000001
0,0,8192,8192,0.0,0.245696,0.245696
16384,1,8192,8192,0.131392,0.233312,0.36470400000000003
27648,108,24576,24576,0.027424,0.211904,0.239328
27904,109,24576,24576,0.027008,0.22576,0.252768
24320,95,28672,28672,0.034048,0.254048,0.288096
24576,96,28672,28672,0.020384,0.179712,0.200096
24832,97,28672,28672,0.018912,0.172384,0.19129600000000002
25344,99,28672,28672,0.016672,0.183424,0.200096
25600,100,28672,28672,0.016288,0.189952,0.20624
25856,101,28672,28672,0.01616,0.199232,0.215392
27136,106,28672,28672,0.01744,0.21792,0.23536
27392,107,28672,28672,0.021536,0.206624,0.22816
19456,76,24576,24576,0.016992,0.221184,0.238176
19712,77,24576,24576,0.016704,0.227712,0.244416
15872,62,28672,28672,0.015488,0.185984,0.201472
16128,63,28672,28672,0.016928,0.232544,0.249472
16640,65,28672,28672,0.016672,0.157664,0.174336
17152,67,28672,28672,0.017088,0.194368,0.211456
17408,68,28672,28672,0.016256,0.19968,0.215936
17664,69,28672,28672,0.016224,0.200064,0.21628799999999998
18944,74,28672,28672,0.015904,0.239936,0.25584
19200,75,28672,28672,0.015776,0.217408,0.233184
27648,54,24576,24576,0.028448,0.287296,0.315744
28160,55,24576,24576,0.030016,0.25136,0.28137599999999996
24576,48,28672,28672,0.034848,0.30448,0.33932799999999996
25088,49,28672,28672,0.025728,0.252224,0.277952
25600,50,28672,28672,0.027456,0.31536,0.34281599999999995
26112,51,28672,28672,0.023392,0.25696,0.28035200000000005
27136,53,28672,28672,0.033568,0.2464,0.279968
27648,54,28672,28672,0.028128,0.2488,0.276928
20480,40,32768,32768,0.023808,0.264,0.287808
20992,41,32768,32768,0.024256,0.283136,0.307392
17408,34,24576,24576,0.02496,0.217216,0.242176
13312,26,28672,28672,0.021664,0.315488,0.337152
13824,27,28672,28672,0.026816,0.183808,0.210624
14848,29,28672,28672,0.025696,0.17952,0.205216
16896,33,28672,28672,0.023552,0.215136,0.23868799999999998
9728,19,32768,32768,0.024384,0.24544,0.269824
10240,20,32768,32768,0.024128,0.37328,0.397408
10752,21,32768,32768,0.0256,0.38512,0.41072000000000003
11264,22,32768,32768,0.02416,0.258592,0.282752
11776,23,32768,32768,0.024064,0.211776,0.23584
28672,28,24576,24576,0.057152,0.219296,0.27644799999999997
24576,24,28672,28672,0.036448,0.351744,0.388192
25600,25,28672,28672,0.04928,0.164096,0.21337599999999998
27648,27,28672,28672,0.043616,0.233536,0.277152
20480,20,32768,32768,0.044704,0.214944,0.259648
21504,21,32768,32768,0.043392,0.261984,0.305376
22528,22,32768,32768,0.047168,0.188448,0.235616
23552,23,32768,32768,0.049312,0.177024,0.22633599999999998
24576,24,32768,32768,0.047296,0.205536,0.252832
25600,25,32768,32768,0.03952,0.290336,0.329856
14336,14,24576,24576,0.041056,0.199168,0.24022400000000002
15360,15,24576,24576,0.039296,0.214016,0.253312
11264,11,28672,28672,0.054016,0.131424,0.18544000000000002
12288,12,28672,28672,0.041088,0.333856,0.374944
13312,13,28672,28672,0.05056,0.169888,0.220448
14336,14,28672,28672,0.041152,0.183936,0.22508799999999998
15360,15,28672,28672,0.037984,0.2096,0.247584
8192,8,32768,32768,0.047584,0.219808,0.267392
9216,9,32768,32768,0.04032,0.314624,0.35494400000000004
10240,10,32768,32768,0.0504,0.2112,0.2616
28672,14,24576,24576,0.080352,0.263456,0.343808
24576,12,28672,28672,0.077088,0.359616,0.436704
26624,13,28672,28672,0.099264,0.20064,0.299904
28672,14,28672,28672,0.082464,0.282592,0.365056
20480,10,32768,32768,0.083552,0.217184,0.300736
22528,11,32768,32768,0.091712,0.184416,0.276128
24576,12,32768,32768,0.094208,0.161536,0.255744
26624,13,32768,32768,0.088448,0.214336,0.302784
28672,14,32768,32768,0.077824,0.27392,0.351744
28672,14,24576,24576,0.078656,0.288064,0.36672
12288,6,24576,24576,0.066816,0.188,0.254816
8192,4,28672,28672,0.077504,0.342848,0.420352
10240,5,28672,28672,0.078528,0.130592,0.20912000000000003
12288,6,28672,28672,0.06656,0.181408,0.24796800000000002
4096,2,32768,32768,0.100416,0.234464,0.33488
6144,3,32768,32768,0.098592,0.193632,0.292224
8192,4,32768,32768,0.082528,0.140096,0.222624
10240,5,32768,32768,0.085088,0.152416,0.237504
12288,6,32768,32768,0.066528,0.184448,0.250976
12288,6,24576,24576,0.06816,0.190848,0.259008
24576,6,24576,24576,0.196704,0.237856,0.43456
20480,5,28672,28672,0.187264,0.355584,0.542848
24576,6,28672,28672,0.18768,0.190624,0.378304
20480,5,32768,32768,0.16416,0.282976,0.447136
24576,6,32768,32768,0.191808,0.183328,0.375136
24576,6,24576,24576,0.19184,0.182848,0.374688
20480,5,28672,28672,0.14176,0.446336,0.588096
24576,6,28672,28672,0.192864,0.155776,0.34864
20480,5,32768,32768,0.19856,0.188992,0.387552
24576,6,32768,32768,0.166208,0.253888,0.420096
16384,4,24576,24576,0.135136,0.193184,0.32832
12288,3,28672,28672,0.129568,0.373984,0.503552
16384,4,28672,28672,0.131616,0.172864,0.30448
8192,2,32768,32768,0.185536,0.208416,0.39395199999999997
12288,3,32768,32768,0.186624,0.194752,0.38137600000000005
16384,4,32768,32768,0.138112,0.21424,0.352352
16384,4,24576,24576,0.129504,0.180576,0.31008
12288,3,28672,28672,0.170592,0.129408,0.3
16384,4,28672,28672,0.130752,0.174656,0.305408
8192,2,32768,32768,0.184832,0.146208,0.33104
32768,4,24576,24576,0.33168,0.26848,0.60016
24576,3,28672,28672,0.323968,0.318432,0.6424
32768,4,28672,28672,0.331136,0.2712,0.602336
16384,2,32768,32768,0.407008,0.287648,0.6946559999999999
24576,3,32768,32768,0.375872,0.234624,0.6104959999999999
32768,4,32768,32768,0.321088,0.284832,0.60592
32768,4,24576,24576,0.329536,0.272672,0.6022080000000001
24576,3,28672,28672,0.395648,0.147392,0.54304
32768,4,28672,28672,0.332704,0.275872,0.608576
16384,2,32768,32768,0.36912,0.151488,0.520608
16384,2,24576,24576,0.313504,0.179584,0.49308799999999997
8192,1,28672,28672,0.19392,0.261504,0.45542400000000005
16384,2,28672,28672,0.311584,0.15792,0.46950400000000003
0,0,32768,32768,0.0,0.206432,0.206432
8192,1,32768,32768,0.135104,0.24432,0.379424
16384,2,32768,32768,0.31712,0.216128,0.5332479999999999
16384,2,24576,24576,0.311296,0.174848,0.486144
8192,1,28672,28672,0.110912,0.129344,0.24025599999999997
16384,2,28672,28672,0.303104,0.132448,0.435552
0,0,32768,32768,0.0,0.207744,0.207744
32768,2,24576,24576,0.594528,0.178016,0.7725439999999999
16384,1,28672,28672,0.351104,0.17776,0.528864
32768,2,28672,28672,0.604448,0.197152,0.8016
0,0,32768,32768,0.0,0.17296,0.17296
16384,1,32768,32768,0.284352,0.384448,0.6688000000000001
32768,2,32768,32768,0.615808,0.162272,0.77808
32768,2,24576,24576,0.593248,0.187296,0.780544
16384,1,28672,28672,0.264704,0.27808,0.5427839999999999
32768,2,28672,28672,0.602016,0.154112,0.756128
0,0,32768,32768,0.0,0.20544,0.20544
32768,2,24576,24576,0.243808,0.283872,0.52768
16384,1,28672,28672,0.200832,0.328192,0.5290239999999999
32768,2,28672,28672,0.14064,0.186912,0.32755199999999995
0,0,32768,32768,0.0,0.330176,0.330176
16384,1,32768,32768,0.161952,0.343456,0.505408
32768,2,32768,32768,0.149856,0.236096,0.38595199999999996
32768,2,24576,24576,0.142016,0.182016,0.324032
16384,1,28672,28672,0.164064,0.308416,0.47248
32768,2,28672,28672,0.140736,0.184192,0.324928
0,0,32768,32768,0.0,0.30624,0.30624
28928,113,114688,114688,0.016608,0.297856,0.314464
29184,114,114688,114688,0.016352,0.297024,0.313376
29440,115,114688,114688,0.01536,0.29712,0.31248
29952,117,114688,114688,0.017984,0.29376,0.311744
30464,119,114688,114688,0.015296,0.29984,0.31513599999999997
30720,120,114688,114688,0.016608,0.29296,0.309568
23296,91,122880,122880,0.016288,0.297568,0.313856
23552,92,122880,122880,0.01552,0.342592,0.358112
23808,93,122880,122880,0.016864,0.291744,0.308608
24064,94,122880,122880,0.015968,0.342656,0.358624
9472,37,114688,114688,0.01568,0.300192,0.31587200000000004
9984,39,114688,114688,0.01504,0.300832,0.315872
10240,40,114688,114688,0.01664,0.294496,0.31113599999999997
10496,41,114688,114688,0.017376,0.291328,0.308704
10752,42,114688,114688,0.019424,0.29312,0.312544
11008,43,114688,114688,0.016224,0.293024,0.309248
4864,19,122880,122880,0.021312,0.299488,0.3208
5120,20,122880,122880,0.007264,0.293312,0.300576
5376,21,122880,122880,0.009152,0.331648,0.3408
5632,22,122880,122880,0.008288,0.330912,0.3392
29184,57,114688,114688,0.024544,0.2968,0.321344
30208,59,114688,114688,0.022912,0.296576,0.319488
30720,60,114688,114688,0.0264,0.29072,0.31711999999999996
31232,61,114688,114688,0.0272,0.296096,0.32329600000000003
23552,46,122880,122880,0.026048,0.366304,0.39235200000000003
24064,47,122880,122880,0.025312,0.366208,0.39152
24576,48,122880,122880,0.025344,0.35248,0.377824
25088,49,122880,122880,0.02528,0.321472,0.346752
25600,50,122880,122880,0.031424,0.293056,0.32448
26112,51,122880,122880,0.024928,0.325984,0.350912
22016,43,114688,114688,0.023616,0.298592,0.32220800000000005
22528,44,114688,114688,0.024288,0.29248,0.316768
23040,45,114688,114688,0.029504,0.292064,0.32156799999999996
23552,46,114688,114688,0.024544,0.299264,0.323808
24064,47,114688,114688,0.030624,0.294848,0.325472
15872,31,122880,122880,0.026624,0.290976,0.3176
16384,32,122880,122880,0.027328,0.360512,0.38784
16896,33,122880,122880,0.02784,0.360256,0.388096
17408,34,122880,122880,0.031136,0.365664,0.3968
17920,35,122880,122880,0.027648,0.343712,0.37136
28672,28,114688,114688,0.04288,0.3048,0.34768
29696,29,114688,114688,0.041824,0.3056,0.34742399999999996
30720,30,114688,114688,0.046144,0.31104,0.357184
31744,31,114688,114688,0.040672,0.299488,0.34015999999999996
23552,23,122880,122880,0.035712,0.459168,0.49488000000000004
24576,24,122880,122880,0.04592,0.456768,0.502688
25600,25,122880,122880,0.046048,0.289344,0.33539199999999997
26624,26,122880,122880,0.041152,0.325152,0.366304
27648,27,122880,122880,0.04368,0.316416,0.36009599999999997
28672,28,122880,122880,0.048128,0.40816,0.456288
12288,12,114688,114688,0.039904,0.29472,0.334624
13312,13,114688,114688,0.046272,0.294944,0.34121599999999996
14336,14,114688,114688,0.046848,0.302176,0.349024
7168,7,122880,122880,0.020224,0.342496,0.36272000000000004
8192,8,122880,122880,0.05808,0.476832,0.5349119999999999
9216,9,122880,122880,0.038368,0.28896,0.327328
10240,10,122880,122880,0.03616,0.321984,0.358144
11264,11,122880,122880,0.04032,0.324672,0.36499200000000004
12288,12,122880,122880,0.043008,0.48496,0.527968
0,0,131072,131072,0.0,0.336544,0.336544
28672,14,114688,114688,0.08,0.293248,0.373248
30720,15,114688,114688,0.106656,0.291104,0.39776
32768,16,114688,114688,0.101824,0.2936,0.395424
22528,11,122880,122880,0.090912,0.295488,0.38639999999999997
24576,12,122880,122880,0.069248,0.377312,0.44655999999999996
26624,13,122880,122880,0.066336,0.321632,0.387968
28672,14,122880,122880,0.069312,0.313184,0.382496
30720,15,122880,122880,0.069024,0.317568,0.38659200000000005
16384,8,131072,131072,0.083552,0.37328,0.456832
18432,9,131072,131072,0.084128,0.332064,0.416192
20480,10,114688,114688,0.071232,0.29536,0.36659200000000003
22528,11,114688,114688,0.101696,0.29376,0.39545600000000003
24576,12,114688,114688,0.094528,0.291296,0.385824
14336,7,122880,122880,0.097536,0.301184,0.39872
16384,8,122880,122880,0.071648,0.358304,0.429952
18432,9,122880,122880,0.068736,0.334688,0.403424
20480,10,122880,122880,0.068512,0.315616,0.384128
22528,11,122880,122880,0.071232,0.308704,0.379936
8192,4,131072,131072,0.083616,0.330272,0.41388800000000003
10240,5,131072,131072,0.081792,0.340384,0.422176
32768,8,114688,114688,0.15648,0.294496,0.450976
24576,6,122880,122880,0.1984,0.289568,0.48796799999999996
28672,7,122880,122880,0.125504,0.321472,0.446976
16384,4,131072,131072,0.16672,0.377248,0.543968
20480,5,131072,131072,0.195904,0.308736,0.50464
24576,6,131072,131072,0.141632,0.3216,0.463232
32768,8,114688,114688,0.176256,0.297408,0.473664
24576,6,122880,122880,0.12112,0.43184,0.55296
28672,7,122880,122880,0.131456,0.312992,0.44444799999999995
16384,4,131072,131072,0.167168,0.361888,0.529056
16384,4,114688,114688,0.131744,0.293664,0.425408
8192,2,122880,122880,0.075264,0.370656,0.44592
12288,3,122880,122880,0.137984,0.324096,0.46208
16384,4,122880,122880,0.139328,0.450656,0.5899840000000001
0,0,131072,131072,0.0,0.350496,0.350496
4096,1,131072,131072,0.053728,0.333088,0.386816
8192,2,131072,131072,0.165792,0.330816,0.496608
12288,3,131072,131072,0.166528,0.307648,0.474176
16384,4,131072,131072,0.124736,0.300672,0.425408
16384,4,114688,114688,0.135168,0.29008,0.425248
32768,4,114688,114688,0.293792,0.29632,0.590112
24576,3,122880,122880,0.305184,0.318176,0.62336
32768,4,122880,122880,0.282528,0.304,0.5865279999999999
16384,2,131072,131072,0.3632,0.342976,0.706176
24576,3,131072,131072,0.36752,0.304864,0.6723840000000001
32768,4,131072,131072,0.294048,0.303552,0.5975999999999999
32768,4,114688,114688,0.295776,0.297632,0.5934079999999999
24576,3,122880,122880,0.303552,0.32112,0.624672
32768,4,122880,122880,0.285184,0.308992,0.594176
16384,2,131072,131072,0.361504,0.35776,0.719264
16384,2,114688,114688,0.289536,0.304448,0.5939840000000001
8192,1,122880,122880,0.157312,0.348672,0.505984
16384,2,122880,122880,0.26816,0.333184,0.601344
0,0,131072,131072,0.0,0.326688,0.326688
8192,1,131072,131072,0.11648,0.315008,0.431488
16384,2,131072,131072,0.269344,0.29872,0.5680639999999999
16384,2,114688,114688,0.28768,0.30576,0.59344
8192,1,122880,122880,0.106976,0.294272,0.401248
16384,2,122880,122880,0.26912,0.308992,0.578112
0,0,131072,131072,0.0,0.335456,0.335456
32768,2,114688,114688,0.58896,0.294144,0.8831040000000001
16384,1,122880,122880,0.328,0.35296,0.68096
32768,2,122880,122880,0.571424,0.385472,0.956896
0,0,131072,131072,0.0,0.344384,0.344384
16384,1,131072,131072,0.275424,0.30656,0.5819840000000001
32768,2,131072,131072,0.594816,0.313184,0.908
32768,2,114688,114688,0.59056,0.295328,0.885888
16384,1,122880,122880,0.2744,0.532032,0.8064319999999999
32768,2,122880,122880,0.577376,0.437344,1.01472
0,0,131072,131072,0.0,0.342176,0.342176
32768,2,114688,114688,0.462624,0.2904,0.7530239999999999
16384,1,122880,122880,0.24624,0.315456,0.561696
0,0,131072,131072,0.0,0.334944,0.334944
32768,2,114688,114688,0.45712,0.295264,0.752384
16384,1,122880,122880,0.2448,0.330944,0.575744
0,0,131072,131072,0.0,0.33248,0.33248
32768,2,114688,114688,0.457888,0.298304,0.756192
16384,1,122880,122880,0.215648,0.292384,0.508032
0,0,131072,131072,0.0,0.305184,0.305184
32768,2,114688,114688,0.452832,0.299136,0.751968
13824,54,0,0,0.01088,0.0,0.01088
14080,55,0,0,0.010208,0.0,0.010208
14336,56,0,0,0.012832,0.0,0.012832
13312,52,358,256,0.018752,0.007872,0.026624000000000002
13568,53,358,256,0.009216,0.08848,0.097696
12800,50,716,512,0.017792,0.132352,0.150144
13824,54,0,0,0.010944,0.0,0.010944
14080,55,0,0,0.010624,0.0,0.010624
14336,56,0,0,0.010912,0.0,0.010912
13312,52,358,256,0.020672,0.0008,0.021471999999999998
16384,32,0,0,0.022336,0.0,0.022336
16896,33,0,0,0.018336,0.0,0.018336
17408,34,0,0,0.024032,0.0,0.024032
15360,30,1259,256,0.017536,0.172928,0.190464
15872,31,1259,256,0.038688,0.047264,0.085952
14336,28,2518,512,0.02752,0.28176,0.30928
16384,32,0,0,0.02992,0.0,0.02992
16896,33,0,0,0.018816,0.0,0.018816
17408,34,0,0,0.0192,0.0,0.0192
15360,30,1259,256,0.018848,0.172832,0.19168000000000002
14336,14,0,0,0.058784,0.0,0.058784
15360,15,0,0,0.034784,0.0,0.034784
16384,16,0,0,0.056448,0.0,0.056448
11264,11,3272,256,0.036128,0.264928,0.301056
12288,12,3272,256,0.024864,0.301248,0.326112
8192,8,6544,512,0.057184,0.505472,0.562656
15360,15,0,0,0.034304,0.0,0.034304
16384,16,0,0,0.05808,0.0,0.05808
12288,12,3272,256,0.028512,0.301216,0.32972799999999997
8192,8,6544,512,0.059072,0.521504,0.580576
20480,10,0,0,0.16832,0.0,0.16832
22528,11,0,0,0.088544,0.0,0.088544
20480,10,612,256,0.087008,0.164736,0.25174399999999997
22528,11,612,256,0.040128,0.164736,0.204864
20480,10,1224,512,0.100992,0.207232,0.308224
20480,10,0,0,0.165728,0.0,0.165728
22528,11,0,0,0.083648,0.0,0.083648
20480,10,612,256,0.152224,0.0,0.152224
22528,11,612,256,0.112,0.027968,0.139968
20480,10,1224,512,0.1104,0.203264,0.313664
16384,4,0,0,0.328032,0.0,0.328032
20480,5,0,0,0.175424,0.0,0.175424
24576,6,0,0,0.153856,0.0,0.153856
16384,4,386,256,0.206176,0.155712,0.361888
20480,5,386,256,0.257056,0.068608,0.325664
16384,4,772,512,0.253344,0.217024,0.470368
16384,4,0,0,0.322016,0.0,0.322016
20480,5,0,0,0.174272,0.0,0.174272
24576,6,0,0,0.148448,0.0,0.148448
16384,4,386,256,0.208672,0.155712,0.364384
16384,2,0,0,0.509824,0.0,0.509824
24576,3,0,0,0.448288,0.0,0.448288
32768,4,0,0,0.362464,0.0,0.362464
40960,5,0,0,0.25792,0.0,0.25792
49152,6,0,0,0.350112,0.0,0.350112
16384,2,1151,256,0.29744,0.199968,0.49740799999999996
24576,3,1151,256,0.31776,0.137312,0.455072
32768,4,1151,256,0.097408,0.168864,0.26627199999999995
40960,5,1151,256,0.167136,0.108896,0.276032
16384,2,2302,512,0.071136,0.365728,0.43686400000000003
32768,2,0,0,0.604128,0.0,0.604128
49152,3,0,0,0.553984,0.0,0.553984
65536,4,0,0,0.461888,0.0,0.461888
32768,2,2721,256,0.468704,0.305344,0.7740480000000001
49152,3,2721,256,0.371392,0.305344,0.676736
32768,2,5442,512,0.561056,0.42272,0.983776
32768,2,0,0,0.74464,0.0,0.74464
49152,3,0,0,0.465504,0.0,0.465504
65536,4,0,0,0.391808,0.0,0.391808
32768,2,2721,256,0.642304,0.184672,0.8269759999999999
22016,86,0,0,0.012416,0.0,0.012416
20992,82,1070,512,0.008704,0.111936,0.12064
19968,78,2140,1024,0.018208,0.175392,0.1936
22016,86,0,0,0.008992,0.0,0.008992
20992,82,1070,512,0.00832,0.111936,0.12025599999999999
19968,78,2140,1024,0.021216,0.176512,0.19772800000000001
22016,86,0,0,0.008128,0.0,0.008128
20992,82,1070,512,0.021568,0.015968,0.037536
19968,78,2140,1024,0.010656,0.194656,0.205312
22016,86,0,0,0.009504,0.0,0.009504
22528,44,0,0,0.022688,0.0,0.022688
23040,45,0,0,0.024128,0.0,0.024128
23552,46,0,0,0.01232,0.0,0.01232
20480,40,1974,512,0.014912,0.183072,0.19798400000000002
20992,41,1974,512,0.014912,0.18304,0.19795200000000002
18432,36,3948,1024,0.023776,0.312832,0.336608
22528,44,0,0,0.016416,0.0,0.016416
23040,45,0,0,0.021216,0.0,0.021216
23552,46,0,0,0.022336,0.0,0.022336
20480,40,1974,512,0.039872,0.068672,0.108544
20480,20,0,0,0.065312,0.0,0.065312
21504,21,0,0,0.029024,0.0,0.029024
22528,22,0,0,0.0448,0.0,0.0448
18432,18,2669,512,0.034176,0.246208,0.280384
19456,19,2669,512,0.026784,0.246208,0.272992
16384,16,5338,1024,0.038912,0.428672,0.467584
20480,20,0,0,0.061856,0.0,0.061856
21504,21,0,0,0.034464,0.0,0.034464
22528,22,0,0,0.044928,0.0,0.044928
18432,18,2669,512,0.075744,0.063776,0.13952
12288,6,0,0,0.100928,0.0,0.100928
14336,7,0,0,0.050592,0.0,0.050592
16384,8,0,0,0.082848,0.0,0.082848
10240,5,3364,512,0.107968,0.067808,0.175776
12288,6,3364,512,0.105696,0.098624,0.20432
8192,4,6728,1024,0.08752,0.430912,0.518432
12288,6,0,0,0.105344,0.0,0.105344
14336,7,0,0,0.055456,0.0,0.055456
16384,8,0,0,0.084416,0.0,0.084416
10240,5,3364,512,0.116768,0.06384,0.180608
16384,4,0,0,0.309792,0.0,0.309792
20480,5,0,0,0.156288,0.0,0.156288
24576,6,0,0,0.175456,0.0,0.175456
16384,4,1649,512,0.160704,0.215008,0.37571200000000005
20480,5,1649,512,0.248896,0.086112,0.335008
16384,4,3298,1024,0.213568,0.34224,0.555808
16384,4,0,0,0.308864,0.0,0.308864
20480,5,0,0,0.153792,0.0,0.153792
24576,6,0,0,0.165856,0.0,0.165856
16384,4,1649,512,0.161408,0.215008,0.376416
16384,2,0,0,0.537728,0.0,0.537728
24576,3,0,0,0.460032,0.0,0.460032
32768,4,0,0,0.501888,0.0,0.501888
40960,5,0,0,0.46144,0.0,0.46144
49152,6,0,0,0.294656,0.0,0.294656
57344,7,0,0,0.255328,0.0,0.255328
73728,9,0,0,0.22096,0.0,0.22096
16384,2,1137,512,0.414304,0.170176,0.58448
24576,3,1137,512,0.293024,0.158656,0.45167999999999997
32768,4,1137,512,0.501376,0.052832,0.554208
32768,2,0,0,0.57952,0.0,0.57952
49152,3,0,0,0.424576,0.0,0.424576
32768,2,674,512,0.59616,0.077696,0.673856
49152,3,674,512,0.346208,0.089184,0.435392
32768,2,1348,1024,0.490912,0.239616,0.7305280000000001
32768,2,0,0,0.656896,0.0,0.656896
49152,3,0,0,0.289984,0.0,0.289984
32768,2,674,512,0.596192,0.077664,0.673856
49152,3,674,512,0.346624,0.0896,0.436224
32768,2,1348,1024,0.490912,0.239648,0.73056
18944,74,652,1024,0.02304,0.023616,0.046656
19200,75,652,1024,0.009536,0.080192,0.089728
17920,70,1304,2048,0.022656,0.13328,0.15593600000000002
18176,71,1304,2048,0.015936,0.118912,0.134848
18432,72,1304,2048,0.013888,0.133376,0.147264
18944,74,652,1024,0.020832,0.030176,0.051008
19200,75,652,1024,0.00816,0.080192,0.088352
17920,70,1304,2048,0.019424,0.142144,0.161568
18176,71,1304,2048,0.017376,0.128032,0.145408
18432,72,1304,2048,0.00864,0.12944,0.13808
19968,39,2728,1024,0.01344,0.18288,0.19632
17408,34,5456,2048,0.0288,0.33712,0.36591999999999997
19968,39,2728,1024,0.01408,0.18288,0.19696
17408,34,5456,2048,0.036384,0.343104,0.37948800000000005
19968,39,2728,1024,0.013024,0.18288,0.195904
17408,34,5456,2048,0.033152,0.348416,0.381568
19968,39,2728,1024,0.01392,0.18288,0.19679999999999997
17408,34,5456,2048,0.033504,0.3384,0.37190399999999996
19968,39,2728,1024,0.032864,0.057024,0.089888
17408,34,5456,2048,0.025248,0.33776,0.363008
16384,16,3244,1024,0.055424,0.09664,0.152064
17408,17,3244,1024,0.025312,0.200544,0.225856
12288,12,6488,2048,0.042112,0.38448,0.42659199999999997
13312,13,6488,2048,0.03824,0.369184,0.407424
14336,14,6488,2048,0.041312,0.37536,0.41667200000000004
16384,16,3244,1024,0.053312,0.093248,0.14656
17408,17,3244,1024,0.024896,0.20064,0.22553600000000001
12288,12,6488,2048,0.038624,0.391168,0.429792
13312,13,6488,2048,0.043136,0.3776,0.420736
14336,14,6488,2048,0.019584,0.368256,0.38783999999999996
20480,10,767,1024,0.172608,0.014848,0.187456
20480,10,1534,2048,0.111232,0.199968,0.31120000000000003
20480,10,767,1024,0.154016,0.010624,0.16463999999999998
20480,10,1534,2048,0.115712,0.188896,0.304608
20480,10,767,1024,0.091424,0.108544,0.199968
20480,10,1534,2048,0.11264,0.183392,0.296032
20480,10,767,1024,0.089216,0.10864,0.197856
20480,10,1534,2048,0.106816,0.191968,0.298784
20480,10,767,1024,0.091968,0.108576,0.200544
20480,10,1534,2048,0.122688,0.18288,0.305568
12288,3,2517,1024,0.08672,0.185088,0.271808
16384,4,2517,1024,0.171712,0.016384,0.188096
8192,2,5034,2048,0.19424,0.344832,0.539072
12288,3,5034,2048,0.104832,0.350752,0.455584
16384,4,5034,2048,0.136096,0.341984,0.47808
12288,3,2517,1024,0.195392,0.097344,0.292736
16384,4,2517,1024,0.170912,0.016064,0.186976
8192,2,5034,2048,0.193216,0.345728,0.538944
12288,3,5034,2048,0.184192,0.283744,0.467936
16384,4,5034,2048,0.138176,0.3368,0.47497599999999995
24576,3,3882,1024,0.353024,0.24336,0.596384
32768,4,3882,1024,0.397568,0.000672,0.39824
16384,2,7764,2048,0.389696,0.475008,0.8647039999999999
24576,3,7764,2048,0.430016,0.314432,0.744448
32768,4,7764,2048,0.309152,0.416224,0.725376
24576,3,3882,1024,0.353792,0.243328,0.59712
32768,4,3882,1024,0.397504,0.000256,0.39776
16384,2,7764,2048,0.388128,0.476512,0.86464
24576,3,7764,2048,0.201984,0.474336,0.67632
32768,4,7764,2048,0.307968,0.405088,0.713056
32768,2,1043,1024,0.70192,0.064704,0.766624
49152,3,1043,1024,0.702336,0.047392,0.749728
32768,2,2086,2048,0.445568,0.291328,0.736896
49152,3,2086,2048,0.459552,0.187456,0.647008
65536,4,2086,2048,0.450112,0.175104,0.625216
32768,2,1043,1024,0.58608,0.127808,0.7138880000000001
49152,3,1043,1024,0.701056,0.047328,0.748384
32768,2,2086,2048,0.324992,0.295648,0.6206400000000001
49152,3,2086,2048,0.298112,0.297248,0.59536
65536,4,2086,2048,0.444512,0.17584,0.620352
14336,56,886,4096,0.009824,0.115552,0.125376
13568,53,1329,6144,0.008928,0.091552,0.10048
13824,54,1329,6144,0.008416,0.092192,0.100608
12800,50,1772,8192,0.013408,0.079328,0.092736
13056,51,1772,8192,0.01072,0.078688,0.08940799999999999
13312,52,1772,8192,0.013824,0.078784,0.09260800000000001
13568,53,1329,6144,0.009408,0.0904,0.099808
13824,54,1329,6144,0.014592,0.101536,0.11612800000000001
12800,50,1772,8192,0.012736,0.075648,0.088384
13056,51,1772,8192,0.011328,0.074368,0.08569600000000001
21504,42,6844,4096,0.025024,0.390784,0.415808
18432,36,10266,6144,0.024704,0.240544,0.265248
14848,29,13688,8192,0.023584,0.318592,0.342176
15360,30,13688,8192,0.01184,0.370496,0.382336
18432,36,10266,6144,0.026144,0.269088,0.295232
14848,29,13688,8192,0.025856,0.2976,0.32345599999999997
15360,30,13688,8192,0.013248,0.370912,0.38416
18432,36,10266,6144,0.011648,0.352,0.36364799999999997
14848,29,13688,8192,0.012448,0.3696,0.382048
15360,30,13688,8192,0.025728,0.308992,0.33472
