decode_kv_len,decode_qo_len,prefill_kv_len,prefill_qo_len,decode_time_ms,prefill_time_ms,sm_time
20480,20,7518,4096,0.05072,0.378368,0.42908799999999997
16384,16,11277,6144,0.023456,0.397888,0.421344
17408,17,11277,6144,0.050144,0.24544,0.295584
12288,12,15036,8192,0.047424,0.3296,0.377024
13312,13,15036,8192,0.042144,0.339392,0.38153600000000004
14336,14,15036,8192,0.037216,0.323936,0.36115200000000003
16384,16,11277,6144,0.043584,0.255968,0.299552
17408,17,11277,6144,0.049856,0.248832,0.298688
12288,12,15036,8192,0.048032,0.327424,0.375456
13312,13,15036,8192,0.040576,0.34032,0.380896
16384,8,3624,4096,0.076672,0.261088,0.33776
14336,7,5436,6144,0.102272,0.208544,0.310816
16384,8,5436,6144,0.092032,0.175936,0.267968
12288,6,7248,8192,0.044768,0.22736,0.27212800000000004
14336,7,7248,8192,0.048256,0.206592,0.254848
16384,8,7248,8192,0.039264,0.198432,0.237696
14336,7,5436,6144,0.038336,0.20752,0.24585600000000002
16384,8,5436,6144,0.096448,0.174528,0.270976
12288,6,7248,8192,0.048064,0.2256,0.273664
14336,7,7248,8192,0.04784,0.206528,0.254368
24576,6,5718,4096,0.163584,0.357952,0.521536
20480,5,8577,6144,0.18768,0.25664,0.44432
24576,6,8577,6144,0.164992,0.20272,0.36771200000000004
16384,4,11436,8192,0.181024,0.274464,0.455488
20480,5,11436,8192,0.160896,0.220832,0.381728
24576,6,11436,8192,0.126464,0.29264,0.41910400000000003
20480,5,8577,6144,0.073792,0.291296,0.36508799999999997
24576,6,8577,6144,0.166848,0.202656,0.369504
16384,4,11436,8192,0.18448,0.276128,0.460608
20480,5,11436,8192,0.157024,0.218432,0.375456
16384,2,3544,4096,0.323232,0.25824,0.581472
8192,1,5316,6144,0.139968,0.285632,0.4256
16384,2,5316,6144,0.32864,0.152928,0.481568
0,0,7088,8192,0.0,0.222752,0.222752
8192,1,7088,8192,0.027424,0.251392,0.278816
16384,2,7088,8192,0.31568,0.2184,0.53408
8192,1,5316,6144,0.139968,0.285728,0.42569599999999996
16384,2,5316,6144,0.328416,0.152864,0.48128
0,0,7088,8192,0.0,0.221408,0.221408
8192,1,7088,8192,0.182048,0.083648,0.265696
49152,3,6002,4096,0.430464,0.28704,0.717504
16384,1,9003,6144,0.244544,0.240352,0.484896
32768,2,9003,6144,0.280704,0.346656,0.62736
49152,3,9003,6144,0.224992,0.347168,0.57216
0,0,12004,8192,0.0,0.313344,0.313344
16384,1,12004,8192,0.056384,0.316448,0.372832
32768,2,12004,8192,0.142656,0.289632,0.432288
32768,2,9003,6144,0.283648,0.352032,0.63568
49152,3,9003,6144,0.224256,0.3536,0.577856
0,0,12004,8192,0.0,0.311712,0.311712
17920,70,16506,24576,0.017024,0.250752,0.26777599999999996
15104,59,19257,28672,0.014656,0.241248,0.25590399999999996
15360,60,19257,28672,0.015712,0.244608,0.26032
12288,48,22008,32768,0.015008,0.191136,0.206144
12544,49,22008,32768,0.014592,0.198432,0.213024
12800,50,22008,32768,0.01504,0.196352,0.211392
17920,70,16506,24576,0.015584,0.260576,0.27615999999999996
15104,59,19257,28672,0.015968,0.24272,0.258688
15360,60,19257,28672,0.016064,0.222048,0.238112
12288,48,22008,32768,0.016448,0.194752,0.2112
18432,36,14658,24576,0.023744,0.219392,0.24313600000000002
16384,32,17101,28672,0.011808,0.260672,0.27248
13824,27,19544,32768,0.026496,0.209056,0.23555199999999998
14336,28,19544,32768,0.02336,0.226912,0.250272
18432,36,14658,24576,0.025696,0.22256,0.248256
16384,32,17101,28672,0.026848,0.146368,0.173216
13824,27,19544,32768,0.027008,0.203808,0.230816
14336,28,19544,32768,0.023008,0.223456,0.246464
18432,36,14658,24576,0.025504,0.223808,0.249312
16384,32,17101,28672,0.026304,0.143968,0.170272
18432,18,5550,24576,0.042976,0.10592,0.148896
16384,16,6475,28672,0.020992,0.107104,0.12809600000000002
17408,17,6475,28672,0.041088,0.104992,0.14608
14336,14,7400,32768,0.026272,0.107872,0.13414399999999999
15360,15,7400,32768,0.022944,0.106848,0.129792
16384,16,7400,32768,0.022496,0.105248,0.127744
18432,18,5550,24576,0.040192,0.099552,0.139744
16384,16,6475,28672,0.052928,0.105376,0.158304
17408,17,6475,28672,0.018752,0.107232,0.12598399999999998
14336,14,7400,32768,0.026304,0.105568,0.131872
20480,10,8166,24576,0.052736,0.155584,0.20832
18432,9,9527,28672,0.03824,0.15264,0.19088
20480,10,9527,28672,0.037856,0.158496,0.196352
16384,8,10888,32768,0.062368,0.16256,0.22492800000000002
18432,9,10888,32768,0.079904,0.148928,0.228832
20480,10,10888,32768,0.040288,0.154752,0.19504
20480,10,8166,24576,0.054912,0.15168,0.206592
18432,9,9527,28672,0.094784,0.15872,0.253504
20480,10,9527,28672,0.086464,0.109088,0.195552
16384,8,10888,32768,0.057248,0.160512,0.21775999999999998
24576,6,6930,24576,0.155584,0.131456,0.28703999999999996
20480,5,8085,28672,0.17424,0.125056,0.299296
24576,6,8085,28672,0.07824,0.125184,0.203424
16384,4,9240,32768,0.194112,0.130336,0.324448
20480,5,9240,32768,0.097888,0.125088,0.222976
24576,6,9240,32768,0.124512,0.120512,0.245024
24576,6,6930,24576,0.159584,0.134848,0.294432
20480,5,8085,28672,0.168352,0.123008,0.29136
24576,6,8085,28672,0.174272,0.069184,0.243456
16384,4,9240,32768,0.192576,0.124064,0.31664
16384,2,22248,24576,0.296672,0.208096,0.504768
24576,3,22248,24576,0.322496,0.321888,0.6443840000000001
16384,2,25956,28672,0.286912,0.347136,0.634048
24576,3,25956,28672,0.296384,0.313408,0.609792
16384,2,29664,32768,0.35936,0.222528,0.581888
16384,2,22248,24576,0.304064,0.192768,0.496832
24576,3,22248,24576,0.226624,0.159488,0.386112
16384,2,25956,28672,0.275904,0.353344,0.629248
24576,3,25956,28672,0.326016,0.157344,0.48336
16384,2,29664,32768,0.3608,0.212864,0.573664
32768,2,7164,24576,0.36208,0.136096,0.498176
16384,1,8358,28672,0.200096,0.122976,0.323072
32768,2,8358,28672,0.304704,0.11104,0.415744
0,0,9552,32768,0.0,0.099616,0.099616
16384,1,9552,32768,0.153056,0.12896,0.282016
32768,2,9552,32768,0.238592,0.12816,0.36675199999999997
32768,2,7164,24576,0.29616,0.070016,0.36617599999999995
16384,1,8358,28672,0.087456,0.13328,0.22073600000000002
32768,2,8358,28672,0.2088,0.1256,0.33440000000000003
0,0,9552,32768,0.0,0.125312,0.125312
19968,78,26586,114688,0.015328,0.097184,0.112512
17920,70,28485,122880,0.015552,0.085248,0.1008
18176,71,28485,122880,0.016736,0.084896,0.101632
15872,62,30384,131072,0.015552,0.084864,0.10041599999999999
16128,63,30384,131072,0.015232,0.085408,0.10064
16384,64,30384,131072,0.015424,0.088768,0.104192
19968,78,26586,114688,0.017856,0.101536,0.119392
17920,70,28485,122880,0.016608,0.084928,0.101536
18176,71,28485,122880,0.016192,0.083872,0.100064
15872,62,30384,131072,0.015328,0.085568,0.100896
15360,30,15680,114688,0.011552,0.113632,0.125184
13824,27,16800,122880,0.027232,0.079552,0.10678399999999999
14336,28,16800,122880,0.025088,0.078944,0.104032
12288,24,17920,131072,0.025536,0.108736,0.134272
12800,25,17920,131072,0.02464,0.106848,0.131488
15360,30,15680,114688,0.012,0.129568,0.141568
13824,27,16800,122880,0.02688,0.080832,0.107712
14336,28,16800,122880,0.025888,0.091808,0.117696
12288,24,17920,131072,0.02384,0.117216,0.14105600000000001
12800,25,17920,131072,0.022912,0.12304,0.145952
18432,18,15764,114688,0.03904,0.117152,0.156192
19456,19,15764,114688,0.023136,0.119808,0.142944
20480,20,15764,114688,0.033408,0.118976,0.152384
17408,17,16890,122880,0.053472,0.068064,0.121536
18432,18,16890,122880,0.050208,0.08304,0.133248
16384,16,18016,131072,0.049728,0.09536,0.145088
18432,18,15764,114688,0.02672,0.113696,0.140416
19456,19,15764,114688,0.044384,0.103552,0.147936
17408,17,16890,122880,0.021376,0.113344,0.13472
18432,18,16890,122880,0.017568,0.142688,0.160256
24576,12,26264,114688,0.087264,0.1024,0.189664
20480,10,28140,122880,0.08112,0.140992,0.222112
22528,11,28140,122880,0.089216,0.082272,0.171488
16384,8,30016,131072,0.0976,0.120768,0.218368
18432,9,30016,131072,0.083936,0.087104,0.17104
20480,10,30016,131072,0.075328,0.1064,0.181728
24576,12,26264,114688,0.088288,0.118048,0.20633600000000002
20480,10,28140,122880,0.100992,0.08304,0.184032
22528,11,28140,122880,0.065664,0.175904,0.241568
16384,8,30016,131072,0.094528,0.10944,0.20396799999999998
24576,6,11774,114688,0.161472,0.089792,0.251264
20480,5,12615,122880,0.17888,0.07968,0.25856
24576,6,12615,122880,0.158816,0.044288,0.203104
16384,4,13456,131072,0.201408,0.079616,0.281024
20480,5,13456,131072,0.1752,0.048864,0.22406399999999999
24576,6,13456,131072,0.123808,0.077216,0.201024
24576,6,11774,114688,0.161856,0.090688,0.252544
20480,5,12615,122880,0.193248,0.093888,0.287136
24576,6,12615,122880,0.159296,0.04432,0.203616
16384,4,13456,131072,0.199008,0.075456,0.274464
16384,2,17724,114688,0.330432,0.096928,0.42736
8192,1,18990,122880,0.157152,0.115168,0.27232
16384,2,18990,122880,0.328192,0.058848,0.38704
0,0,20256,131072,0.0,0.073024,0.073024
8192,1,20256,131072,0.089664,0.145472,0.23513599999999998
16384,2,20256,131072,0.332096,0.057024,0.38912
16384,2,17724,114688,0.32848,0.058336,0.386816
8192,1,18990,122880,0.157184,0.114272,0.271456
16384,2,18990,122880,0.328096,0.057824,0.38592
8192,1,20256,131072,0.089408,0.147552,0.23696
32768,2,34482,114688,0.570624,0.105824,0.676448
16384,1,36945,122880,0.24528,0.156736,0.402016
32768,2,36945,122880,0.564896,0.133792,0.698688
0,0,39408,131072,0.0,0.106816,0.106816
16384,1,39408,131072,0.320928,0.108128,0.429056
32768,2,39408,131072,0.573504,0.112864,0.686368
32768,2,34482,114688,0.563616,0.1048,0.668416
16384,1,36945,122880,0.245248,0.154848,0.400096
32768,2,36945,122880,0.565536,0.105824,0.6713600000000001
0,0,39408,131072,0.0,0.106976,0.106976
